shopid,buyerid,register_date,country
2260,3665,10/25/2021,MY
2465,1162,7/27/2021,ID
2791,2590,10/31/2020,SG
2538,3153,9/1/2021,MY
2217,3400,5/22/2020,MY
2174,2999,5/1/2020,SG
2659,4500,11/30/2019,SZ
2934,4110,1/18/2019,PH
2033,2881,5/2/2020,SG
2245,4435,8/7/2021,PH
2084,3430,6/10/2018,MY
2679,1608,4/12/2019,ID
2408,3944,4/24/2019,MY
2689,4838,4/4/2019,SZ
2377,1066,9/13/2021,ID
2719,1915,4/28/2018,ID
2708,1399,8/18/2019,ID
2335,3796,11/25/2018,MY
2485,2335,1/31/2020,SG
2857,4751,11/4/2018,SZ
2391,1085,12/3/2020,ID
2951,3880,9/3/2020,MY
2499,4195,4/2/2021,PH
2703,3751,11/12/2019,MY
2640,4141,2/3/2019,PH
2479,4802,7/6/2019,SZ
2840,1754,7/17/2018,ID
2899,3006,11/21/2020,MY
2377,2058,1/10/2021,SG
2871,4449,8/20/2020,PH
2248,4463,10/7/2019,PH
2364,2281,12/7/2020,SG
2729,3488,5/23/2019,MY
2177,4073,12/7/2019,PH
2427,1884,11/11/2020,ID
2865,4449,8/6/2018,PH
2379,3957,9/18/2021,MY
2418,4216,2/20/2019,PH
2158,1525,2/17/2018,ID
2660,2595,11/28/2021,SG
2076,3493,3/14/2019,MY
2049,3032,3/31/2019,MY
2816,1005,2/3/2020,ID
2838,1862,6/12/2020,ID
2219,3567,5/25/2021,MY
2195,2270,5/8/2019,SG
2642,3614,3/13/2020,MY
2961,2127,3/21/2021,SG
2130,3510,6/30/2020,MY
2771,2233,1/13/2020,SG
2019,3382,7/15/2018,MY
2266,1997,10/4/2020,ID
2586,2786,11/25/2021,SG
2323,1079,4/25/2018,ID
2702,1194,9/9/2018,ID
2835,4210,8/28/2020,PH
2998,1441,5/3/2018,ID
2563,4543,11/27/2019,SZ
2617,4594,11/26/2019,SZ
2043,1212,9/24/2018,ID
2104,2579,6/19/2019,SG
2857,3368,11/5/2019,MY
2782,4824,2/3/2021,SZ
2056,4062,10/25/2019,PH
2667,1361,2/24/2018,ID
2396,4728,6/26/2019,SZ
2508,2073,3/6/2021,SG
2474,3004,11/26/2018,MY
2090,2066,3/16/2019,SG
2047,4179,7/6/2021,PH
2171,3539,4/13/2018,MY
2448,4429,12/25/2021,PH
2803,3542,2/1/2018,MY
2025,1278,7/12/2020,ID
2158,2984,10/6/2018,SG
2772,4349,4/28/2018,PH
2662,4404,1/27/2019,PH
2418,4161,1/9/2021,PH
2148,1669,9/19/2018,ID
2011,4813,4/24/2020,SZ
2647,2054,1/21/2021,SG
2849,1722,5/30/2019,ID
2742,1488,6/3/2020,ID
2346,4710,6/4/2021,SZ
2548,2662,2/20/2021,SG
2541,1458,3/27/2020,ID
2348,1994,4/20/2020,ID
2485,2839,7/7/2019,SG
2402,2802,10/5/2019,SG
2535,4026,11/6/2018,PH
2975,3527,4/9/2021,MY
2835,2061,6/8/2019,SG
2098,4615,9/4/2018,SZ
2439,2781,4/6/2021,SG
2782,2457,4/6/2021,SG
2726,2115,11/17/2020,SG
2658,1505,1/19/2021,ID
2583,2874,3/10/2020,SG
2405,3461,4/27/2021,MY
2077,1037,3/2/2021,ID
2829,3073,7/17/2021,MY
2514,4672,3/25/2021,SZ
2121,2770,8/10/2019,SG
2920,1310,7/24/2018,ID
2599,2135,6/29/2018,SG
2615,4687,1/19/2020,SZ
2904,2679,6/8/2021,SG
2508,4679,10/28/2021,SZ
2477,1749,7/24/2020,ID
2223,3855,5/7/2019,MY
2393,1283,8/31/2019,ID
2485,3057,4/29/2019,MY
2557,4429,1/10/2019,PH
2406,4973,12/11/2018,SZ
2397,2834,12/28/2021,SG
2485,1914,3/22/2020,ID
2786,1882,12/13/2018,ID
2582,3609,11/17/2021,MY
2592,4459,3/1/2018,PH
2239,3486,12/9/2021,MY
2141,1047,7/16/2020,ID
2141,1242,2/17/2020,ID
2121,2382,11/17/2018,SG
2827,2973,7/8/2018,SG
2383,2840,7/18/2018,SG
2180,1113,3/2/2020,ID
2565,4049,6/9/2019,PH
2279,2590,11/22/2019,SG
2959,2233,10/1/2021,SG
2773,3008,8/26/2020,MY
2380,3965,5/13/2020,MY
2821,3186,1/2/2019,MY
2607,2443,3/31/2020,SG
2880,1147,5/24/2018,ID
2505,3773,5/6/2019,MY
2074,2558,5/8/2020,SG
2012,4021,11/26/2020,PH
2091,4352,6/18/2018,PH
2518,4229,5/13/2018,PH
2633,1070,8/30/2019,ID
2194,3724,3/23/2018,MY
2166,1971,11/16/2021,ID
2877,3246,7/20/2021,MY
2425,4812,2/8/2020,SZ
2336,1872,3/2/2020,ID
2261,2301,9/25/2021,SG
2312,4953,9/4/2019,SZ
2122,4533,11/11/2018,SZ
2129,1005,1/30/2019,ID
2733,2320,7/24/2021,SG
2373,1671,7/5/2018,ID
2624,3586,2/3/2019,MY
2738,3273,6/17/2018,MY
2881,4234,2/10/2019,PH
2411,3145,7/5/2019,MY
2002,3003,9/21/2018,MY
2042,4688,3/19/2019,SZ
2837,2298,8/17/2021,SG
2014,4577,6/6/2018,SZ
2256,4137,6/18/2019,PH
2634,4060,1/24/2021,PH
2763,1784,6/10/2020,ID
2783,1664,4/2/2019,ID
2323,2465,1/23/2019,SG
2994,3098,4/11/2020,MY
2994,2164,7/20/2021,SG
2784,1495,2/7/2018,ID
2040,1745,11/29/2021,ID
2476,4094,5/20/2020,PH
2115,2753,9/25/2019,SG
2427,4182,6/13/2019,PH
2867,3509,11/3/2018,MY
2865,3254,6/1/2018,MY
2487,2077,8/14/2018,SG
2751,2276,8/20/2018,SG
2297,3778,10/19/2018,MY
2915,1278,1/23/2019,ID
2293,2356,2/14/2019,SG
2846,1199,10/25/2020,ID
2835,4748,8/23/2021,SZ
2417,4416,3/22/2019,PH
2770,4705,10/23/2021,SZ
2440,4606,9/11/2021,SZ
2726,3039,6/6/2021,MY
2087,1431,3/11/2020,ID
2003,1358,5/14/2019,ID
2063,1381,7/23/2020,ID
2954,4259,12/26/2021,PH
2405,4036,4/8/2020,PH
2217,2443,10/4/2019,SG
2937,3886,10/12/2018,MY
2567,4714,6/14/2021,SZ
2441,1995,3/30/2019,ID
2885,2552,1/1/2021,SG
2905,4930,4/30/2019,SZ
2797,4596,2/2/2018,SZ
2484,1087,7/17/2020,ID
2281,1124,6/26/2020,ID
2434,4092,1/14/2019,PH
2718,1958,8/10/2018,ID
2221,4551,1/23/2019,SZ
2140,2411,9/23/2018,SG
2469,1181,3/8/2018,ID
2678,1469,11/13/2019,ID
2222,2579,9/22/2019,SG
2478,4754,4/17/2018,SZ
2016,4929,6/28/2019,SZ
2353,2499,4/17/2018,SG
2395,1883,5/21/2018,ID
2214,3434,10/13/2018,MY
2222,1692,11/2/2019,ID
2203,3203,9/2/2020,MY
2424,3367,2/7/2018,MY
2539,3446,3/4/2021,MY
2960,4176,9/28/2018,PH
2288,3451,12/23/2019,MY
2223,4789,9/12/2021,SZ
2048,4699,6/21/2020,SZ
2643,1962,8/26/2019,ID
2710,3951,1/31/2018,MY
2438,4584,2/14/2021,SZ
2059,2673,7/31/2021,SG
2360,3497,4/17/2018,MY
2221,1354,10/5/2018,ID
2184,2953,12/25/2020,SG
2154,2088,12/28/2019,SG
2199,1727,3/21/2019,ID
2950,3393,4/1/2018,MY
2345,2772,11/27/2018,SG
2710,3638,1/9/2020,MY
2946,4341,3/4/2019,PH
2085,4330,10/7/2018,PH
2897,1273,3/20/2019,ID
2899,4366,9/12/2019,PH
2089,1809,1/24/2020,ID
2315,4194,9/12/2018,PH
2996,4672,8/19/2020,SZ
2493,1112,6/21/2018,ID
2350,1873,3/2/2020,ID
2810,3838,12/15/2019,MY
2137,3406,2/24/2018,MY
2385,1577,11/6/2019,ID
2641,2376,6/17/2021,SG
2619,2760,3/22/2019,SG
2111,4785,10/7/2021,SZ
2855,2203,3/6/2020,SG
2519,3008,7/21/2018,MY
2321,1804,7/1/2019,ID
2362,1980,2/1/2018,ID
2791,2621,4/14/2018,SG
2996,4067,1/13/2019,PH
2392,2195,5/2/2019,SG
2749,4452,8/10/2018,PH
2462,1017,2/26/2020,ID
2658,3003,11/1/2018,MY
2068,3308,2/13/2019,MY
2752,3931,6/21/2019,MY
2544,3043,12/22/2019,MY
2579,2432,7/31/2021,SG
2270,2659,9/30/2020,SG
2954,2963,7/6/2021,SG
2974,3873,2/21/2021,MY
2327,4921,6/20/2020,SZ
2944,4624,10/10/2021,SZ
2472,2344,7/22/2019,SG
2178,4494,6/23/2020,PH
2159,2483,10/30/2019,SG
2818,2933,9/23/2021,SG
2961,3421,10/8/2020,MY
2919,4324,6/20/2019,PH
2636,1833,4/25/2021,ID
2640,1098,8/1/2021,ID
2559,1740,4/19/2020,ID
2568,1415,12/28/2018,ID
2879,1772,8/6/2019,ID
2574,4743,9/21/2018,SZ
2693,2786,10/3/2020,SG
2466,4003,10/21/2020,PH
2216,4770,4/23/2018,SZ
2902,4086,1/2/2019,PH
2840,4239,9/16/2019,PH
2629,3715,5/6/2020,MY
2077,3051,6/5/2019,MY
2835,2940,3/26/2020,SG
2552,2750,9/13/2019,SG
2983,2114,10/26/2020,SG
2339,3817,10/20/2021,MY
2420,1389,6/29/2021,ID
2192,4014,4/25/2019,PH
2973,4197,5/27/2019,PH
2908,4416,7/12/2018,PH
2622,2157,2/20/2018,SG
2854,4810,5/1/2019,SZ
2582,3987,5/22/2019,MY
2471,3433,11/14/2019,MY
2141,1205,5/27/2018,ID
2895,4911,2/16/2019,SZ
2962,3123,3/2/2020,MY
2803,2178,10/20/2018,SG
2237,2865,3/5/2021,SG
2710,2745,8/5/2019,SG
2826,3191,11/27/2019,MY
2963,1513,8/5/2019,ID
2116,4427,6/29/2020,PH
2285,1226,10/25/2019,ID
2259,3603,12/1/2021,MY
2562,2572,3/23/2019,SG
2350,4825,9/3/2020,SZ
2053,4413,12/10/2020,PH
2645,2952,12/31/2021,SG
2145,3509,7/29/2020,MY
2776,3823,1/22/2021,MY
2026,2479,11/15/2020,SG
2997,3051,8/9/2020,MY
2481,4900,2/4/2019,SZ
2241,2270,3/16/2021,SG
2668,2165,10/31/2021,SG
2203,4127,7/7/2018,PH
2159,1686,4/27/2020,ID
2038,1426,12/23/2021,ID
2077,3630,10/5/2018,MY
2459,1865,5/11/2018,ID
2722,4524,7/8/2019,SZ
2660,1082,12/16/2018,ID
2527,3506,5/17/2020,MY
2197,1652,7/4/2018,ID
2639,4491,3/29/2020,PH
2265,3088,1/4/2021,MY
2622,2193,8/5/2018,SG
2703,3535,4/2/2019,MY
2669,3293,11/15/2019,MY
2881,2880,9/12/2019,SG
2123,4264,1/27/2020,PH
2343,4919,3/18/2018,SZ
2006,1296,8/15/2021,ID
2082,1330,1/31/2019,ID
2129,3972,12/2/2018,MY
2612,3833,7/12/2021,MY
2949,4587,12/1/2019,SZ
2576,2746,4/7/2018,SG
2548,1452,3/26/2019,ID
2812,1802,12/21/2018,ID
2780,2568,12/5/2019,SG
2630,1629,2/11/2019,ID
2369,3762,5/30/2020,MY
2413,3867,8/20/2020,MY
2426,4655,1/29/2018,SZ
2086,2536,7/12/2019,SG
2252,3510,9/15/2021,MY
2356,1698,10/10/2018,ID
2999,2532,9/4/2018,SG
2347,3886,2/8/2019,MY
2450,1965,4/18/2021,ID
2057,4832,4/24/2019,SZ
2980,1339,9/19/2021,ID
2576,2344,7/4/2018,SG
2316,3279,5/27/2019,MY
2160,1021,2/16/2019,ID
2809,2081,5/5/2021,SG
2145,3153,11/21/2021,MY
2707,3777,9/18/2021,MY
2529,2452,2/24/2019,SG
2927,4998,2/26/2018,SZ
2852,2255,6/26/2021,SG
2101,4334,7/14/2019,PH
2440,2689,6/23/2021,SG
2673,2051,8/26/2021,SG
2358,2295,5/18/2019,SG
2151,2334,6/2/2018,SG
2637,4683,3/17/2021,SZ
2521,1479,9/21/2019,ID
2814,4738,3/22/2019,SZ
2244,3264,6/28/2018,MY
2972,1922,11/21/2019,ID
2379,2348,6/22/2019,SG
2044,1663,9/17/2018,ID
2718,3877,6/22/2020,MY
2528,2736,12/27/2020,SG
2300,3093,10/4/2019,MY
2135,1324,2/2/2018,ID
2386,1708,9/5/2021,ID
2032,1966,5/17/2020,ID
2909,1761,6/19/2021,ID
2249,1287,9/13/2019,ID
2660,2761,6/9/2019,SG
2641,2033,4/15/2020,SG
2281,3038,3/25/2021,MY
2238,2144,10/20/2020,SG
2631,4750,11/19/2020,SZ
2758,4901,12/20/2021,SZ
2197,2224,6/6/2019,SG
2227,3809,12/13/2020,MY
2417,4509,1/24/2018,SZ
2299,4469,7/4/2020,PH
2519,3425,10/19/2019,MY
2605,3496,9/23/2020,MY
2617,2895,3/30/2020,SG
2652,4219,6/19/2020,PH
2820,4042,10/13/2021,PH
2058,1260,8/19/2020,ID
2687,2069,11/25/2019,SG
2782,2384,8/19/2019,SG
2478,1003,3/3/2020,ID
2614,4209,11/27/2021,PH
2691,3490,3/13/2020,MY
2050,3993,5/5/2018,MY
2231,4310,11/6/2018,PH
2064,2893,2/7/2020,SG
2065,3160,8/15/2020,MY
2164,2664,8/31/2020,SG
2826,3686,8/10/2021,MY
2307,1222,6/14/2019,ID
2591,4466,1/3/2021,PH
2898,2248,5/2/2020,SG
2487,2907,3/4/2018,SG
2782,4629,2/12/2021,SZ
2844,2434,11/30/2019,SG
2861,2547,8/9/2020,SG
2885,4851,4/21/2021,SZ
2689,3065,9/3/2020,MY
2593,4252,7/20/2018,PH
2585,1842,7/8/2019,ID
2533,3499,5/19/2020,MY
2520,2257,3/26/2018,SG
2939,4794,3/18/2019,SZ
2080,3536,11/25/2018,MY
2851,4405,8/25/2019,PH
2997,1731,2/23/2019,ID
2880,1394,10/6/2020,ID
2437,4379,5/3/2018,PH
2411,2668,5/13/2018,SG
2707,4367,2/11/2021,PH
2594,3877,1/29/2020,MY
2425,2259,1/14/2021,SG
2274,3579,8/25/2019,MY
2368,3958,8/1/2019,MY
2473,3767,5/31/2018,MY
2420,2864,5/10/2019,SG
2286,1110,10/19/2019,ID
2351,3201,6/23/2018,MY
2933,4776,7/8/2021,SZ
2710,4401,1/13/2020,PH
2012,3419,11/17/2020,MY
2486,2326,4/16/2018,SG
2979,3716,5/22/2021,MY
2473,1999,11/16/2020,ID
2744,4274,11/28/2020,PH
2957,3175,8/3/2020,MY
2444,4193,8/19/2018,PH
2672,3708,11/6/2019,MY
2153,2193,3/30/2020,SG
2459,3407,3/15/2018,MY
2937,2055,5/26/2020,SG
2536,3122,10/20/2020,MY
2843,1197,12/27/2019,ID
2389,2211,3/1/2021,SG
2958,3440,10/8/2019,MY
2322,2703,3/25/2019,SG
2838,1274,5/30/2020,ID
2215,3273,8/10/2018,MY
2891,4973,11/19/2021,SZ
2540,3876,7/21/2021,MY
2261,2426,3/23/2019,SG
2065,2523,9/18/2019,SG
2368,2670,1/18/2021,SG
2344,2847,8/29/2021,SG
2266,1544,4/12/2019,ID
2824,4993,11/6/2021,SZ
2955,1735,4/20/2020,ID
2093,3821,3/13/2018,MY
2550,2651,11/21/2019,SG
2421,3355,9/11/2021,MY
2875,1090,5/20/2018,ID
2856,1995,6/2/2019,ID
2195,4454,8/8/2020,PH
2916,3913,4/9/2019,MY
2687,2743,11/17/2021,SG
2554,2695,5/20/2021,SG
2801,4982,10/6/2018,SZ
2188,3446,7/29/2020,MY
2642,3906,8/1/2021,MY
2401,3609,12/28/2018,MY
2808,3396,11/2/2020,MY
2289,4710,12/23/2018,SZ
2124,3477,7/26/2020,MY
2760,2333,11/4/2019,SG
2514,3581,5/13/2019,MY
2243,2935,8/16/2020,SG
2832,2294,1/1/2021,SG
2157,4032,4/7/2021,PH
2972,4185,9/26/2018,PH
2537,1926,10/17/2021,ID
2202,4090,10/11/2019,PH
2278,1426,5/17/2020,ID
2597,3448,11/26/2018,MY
2242,2238,5/14/2019,SG
2993,4569,5/12/2021,SZ
2507,1777,3/22/2021,ID
2801,3366,11/26/2018,MY
2295,4895,2/18/2020,SZ
2415,2286,7/17/2021,SG
2712,2471,12/17/2020,SG
2504,4250,2/12/2019,PH
2877,3308,1/11/2019,MY
2844,2536,11/6/2018,SG
2873,1409,5/2/2021,ID
2929,1149,8/1/2019,ID
2788,1645,4/8/2020,ID
2745,4920,10/31/2019,SZ
2421,3698,5/7/2020,MY
2121,3644,12/20/2021,MY
2085,1821,4/14/2021,ID
2958,3334,9/20/2018,MY
2337,2770,5/7/2021,SG
2740,4468,4/24/2019,PH
2384,4960,2/2/2018,SZ
2614,4555,3/19/2018,SZ
2435,1051,6/4/2021,ID
2942,3322,7/24/2020,MY
2401,3601,3/24/2020,MY
2593,2534,9/25/2021,SG
2117,2665,8/29/2019,SG
2708,4686,6/9/2020,SZ
2167,2249,4/3/2021,SG
2917,4948,12/2/2020,SZ
2046,3715,11/12/2020,MY
2957,1387,10/3/2018,ID
2028,2285,9/12/2021,SG
2147,2274,10/3/2018,SG
2789,2067,3/12/2019,SG
2161,2899,11/6/2019,SG
2102,2101,8/2/2020,SG
2594,3502,10/30/2018,MY
2427,4707,10/22/2018,SZ
2950,4375,1/26/2019,PH
2643,4136,7/23/2021,PH
2261,4529,6/2/2019,SZ
2627,2692,9/30/2018,SG
2399,3720,3/15/2021,MY
2265,1641,6/19/2021,ID
2643,2826,2/2/2018,SG
2102,1536,8/30/2019,ID
2678,4286,11/1/2020,PH
2700,2953,8/18/2021,SG
2398,4513,1/8/2021,SZ
2499,2670,7/9/2020,SG
2682,1674,12/3/2018,ID
2723,3064,12/1/2021,MY
2871,4764,10/3/2021,SZ
2049,3333,2/19/2020,MY
2505,3806,1/26/2018,MY
2325,3216,6/8/2018,MY
2262,2770,12/1/2019,SG
2580,1177,8/10/2018,ID
2064,4393,12/16/2019,PH
2847,3654,11/24/2019,MY
2528,2227,10/7/2018,SG
2592,3369,8/31/2020,MY
2732,1457,6/26/2019,ID
2957,2903,3/18/2021,SG
2339,2442,2/14/2021,SG
2449,2877,1/30/2021,SG
2097,3816,9/2/2020,MY
2905,2851,2/1/2019,SG
2044,1834,12/12/2021,ID
2491,4636,3/27/2019,SZ
2465,1429,3/12/2019,ID
2232,3629,2/10/2019,MY
2628,3516,4/26/2021,MY
2117,4384,11/3/2020,PH
2974,1485,2/12/2018,ID
2254,1796,1/23/2018,ID
2806,1849,1/26/2018,ID
2889,3275,10/30/2019,MY
2954,4965,12/15/2020,SZ
2429,2895,3/4/2018,SG
2412,3978,5/26/2018,MY
2599,1605,4/6/2019,ID
2838,4957,10/19/2018,SZ
2803,4629,3/29/2019,SZ
2106,3529,7/14/2018,MY
2187,4400,1/12/2020,PH
2718,2576,3/18/2021,SG
2548,4839,7/12/2020,SZ
2404,3288,8/27/2021,MY
2296,4694,12/12/2020,SZ
2621,4805,2/1/2021,SZ
2506,4343,1/11/2020,PH
2955,2349,1/19/2019,SG
2381,4769,12/23/2020,SZ
2649,1037,10/10/2019,ID
2847,3572,8/1/2020,MY
2785,2407,4/27/2018,SG
2624,3240,12/23/2020,MY
2977,3899,5/12/2018,MY
2441,3998,11/6/2018,MY
2951,3091,12/26/2018,MY
2572,4897,12/20/2019,SZ
2221,4434,5/13/2018,PH
2225,3134,5/1/2020,MY
2825,4716,9/7/2018,SZ
2041,3709,6/20/2019,MY
2626,3610,6/9/2019,MY
2759,2509,5/16/2019,SG
2488,4004,11/28/2018,PH
2606,2558,8/30/2021,SG
2635,2705,2/22/2019,SG
2814,1396,11/3/2018,ID
2046,1633,12/16/2019,ID
2500,1273,10/15/2018,ID
2170,1333,11/17/2021,ID
2447,1655,9/12/2018,ID
2850,4515,8/12/2019,SZ
2565,2180,9/17/2020,SG
2099,2093,9/20/2019,SG
2689,1121,5/8/2019,ID
2441,2614,11/29/2019,SG
2049,2064,12/28/2018,SG
2862,3193,12/19/2021,MY
2345,4703,5/31/2019,SZ
2962,3902,9/25/2020,MY
2862,3760,5/7/2021,MY
2129,2038,10/27/2019,SG
2248,1902,4/29/2019,ID
2556,4821,4/21/2020,SZ
2150,3751,9/20/2020,MY
2442,1227,1/29/2018,ID
2029,2032,12/1/2020,SG
2141,3726,2/12/2021,MY
2055,3149,3/26/2020,MY
2124,3667,1/24/2018,MY
2936,3739,8/24/2019,MY
2328,4495,6/14/2021,PH
2549,1882,1/9/2018,ID
2781,4047,8/23/2018,PH
2164,4927,2/16/2018,SZ
2281,2213,4/7/2020,SG
2214,3528,6/4/2018,MY
2082,2891,7/17/2018,SG
2003,4392,1/31/2018,PH
2084,1163,6/11/2019,ID
2544,4940,4/24/2021,SZ
2203,2852,3/21/2019,SG
2597,1423,4/8/2020,ID
2573,3784,11/9/2021,MY
2938,3208,6/23/2021,MY
2735,4515,12/15/2020,SZ
2173,2591,12/12/2021,SG
2934,2009,11/11/2020,SG
2689,2491,10/16/2021,SG
2092,3871,7/5/2020,MY
2536,3069,5/25/2020,MY
2755,4875,8/6/2021,SZ
2319,4962,10/18/2020,SZ
2343,2949,7/23/2021,SG
2886,4584,9/14/2021,SZ
2631,4789,3/4/2018,SZ
2866,3294,11/26/2021,MY
2221,4836,3/4/2020,SZ
2899,1018,6/3/2021,ID
2535,4393,8/14/2021,PH
2913,4293,2/11/2019,PH
2527,2726,11/16/2018,SG
2224,2136,3/3/2021,SG
2116,2791,4/23/2018,SG
2153,1842,3/15/2019,ID
2998,2900,9/3/2019,SG
2499,3969,3/24/2021,MY
2700,2231,5/18/2018,SG
2117,2554,2/13/2019,SG
2430,4622,5/28/2019,SZ
2852,3738,9/14/2021,MY
2233,2992,9/18/2020,SG
2393,3490,1/22/2021,MY
2311,2969,2/14/2021,SG
2568,2611,3/28/2018,SG
2678,4402,8/31/2019,PH
2765,2035,3/3/2019,SG
2526,3383,10/4/2021,MY
2594,4001,8/27/2019,PH
2625,4051,6/22/2018,PH
2974,2404,7/12/2018,SG
2209,2598,7/4/2019,SG
2247,3932,4/7/2018,MY
2350,1967,9/6/2020,ID
2228,3389,4/6/2018,MY
2732,4591,9/19/2021,SZ
2096,3592,2/15/2018,MY
2975,1639,6/26/2021,ID
2412,1296,8/9/2019,ID
2885,2157,10/17/2021,SG
2624,1677,3/5/2020,ID
2899,2034,11/1/2019,SG
2446,3946,3/29/2021,MY
2445,3339,11/16/2021,MY
2629,1167,1/4/2021,ID
2870,2721,12/31/2018,SG
2538,2921,6/2/2019,SG
2245,1025,1/11/2018,ID
2190,4038,12/1/2020,PH
2724,1256,5/1/2021,ID
2984,1030,3/13/2020,ID
2487,2063,11/27/2018,SG
2898,2334,2/2/2018,SG
2122,2792,9/15/2021,SG
2860,1701,8/4/2018,ID
2737,4467,11/11/2018,PH
2817,4534,9/23/2020,SZ
2764,3949,7/14/2021,MY
2100,1441,4/1/2019,ID
2148,4848,3/25/2019,SZ
2709,1810,2/10/2018,ID
2135,3726,7/16/2018,MY
2153,1392,3/5/2020,ID
2884,2875,7/5/2018,SG
2452,3953,6/21/2018,MY
2096,4446,11/14/2020,PH
2384,4441,7/3/2019,PH
2424,3713,9/26/2021,MY
2450,4978,6/11/2021,SZ
2004,4703,1/10/2020,SZ
2307,4755,10/14/2020,SZ
2610,2785,10/7/2020,SG
2584,2038,7/23/2019,SG
2847,2413,11/16/2021,SG
2816,1049,2/4/2018,ID
2348,1989,9/12/2018,ID
2339,2972,9/4/2019,SG
2425,4734,10/24/2018,SZ
2256,3149,10/4/2018,MY
2544,1253,9/26/2018,ID
2670,4153,6/24/2020,PH
2476,1546,1/3/2021,ID
2286,2590,12/27/2021,SG
2906,1603,3/17/2021,ID
2086,4916,11/23/2018,SZ
2861,2506,10/11/2021,SG
2036,2138,3/19/2018,SG
2663,3741,11/4/2018,MY
2317,4470,5/2/2019,PH
2448,4814,7/20/2021,SZ
2151,4420,12/27/2021,PH
2215,4310,4/23/2021,PH
2820,1412,8/6/2021,ID
2365,1602,12/1/2018,ID
2871,1892,9/26/2018,ID
2756,3600,1/22/2021,MY
2455,1800,12/22/2021,ID
2645,4148,6/4/2020,PH
2302,1735,5/10/2018,ID
2479,4117,11/28/2018,PH
2675,3122,7/12/2019,MY
2826,1425,10/20/2020,ID
2031,2775,7/12/2021,SG
2690,3198,9/30/2020,MY
2624,2548,1/23/2021,SG
2179,4889,11/24/2019,SZ
2556,3163,11/3/2021,MY
2778,2714,3/3/2021,SG
2793,1169,12/1/2019,ID
2416,4982,4/9/2018,SZ
2629,1731,10/8/2018,ID
2065,1626,7/7/2019,ID
2069,3089,7/24/2020,MY
2280,2411,11/7/2021,SG
2092,3889,5/23/2020,MY
2341,4957,3/13/2019,SZ
2721,1300,10/22/2021,ID
2141,1135,2/14/2018,ID
2363,3554,12/12/2018,MY
2496,4657,10/12/2019,SZ
2535,4401,11/18/2021,PH
2568,2627,4/4/2019,SG
2317,1588,1/21/2020,ID
2175,4777,4/27/2019,SZ
2868,4813,8/29/2018,SZ
2880,2440,5/17/2018,SG
2623,3058,4/7/2020,MY
2976,1965,3/16/2018,ID
2075,1031,2/10/2021,ID
2740,2975,6/23/2020,SG
2116,2886,2/12/2018,SG
2894,1428,9/8/2021,ID
2566,2079,7/28/2019,SG
2197,4805,6/20/2019,SZ
2392,2627,1/26/2019,SG
2138,2711,10/11/2018,SG
2683,4867,4/10/2019,SZ
2830,3771,5/20/2018,MY
2632,2741,6/24/2018,SG
2503,3503,6/26/2019,MY
2147,4712,6/19/2019,SZ
2182,3121,10/16/2018,MY
2004,1404,4/17/2018,ID
2303,4490,1/11/2019,PH
2233,3471,4/28/2021,MY
2009,1645,7/20/2018,ID
2560,4112,6/28/2021,PH
2871,3474,11/4/2020,MY
2985,1402,1/17/2019,ID
2586,2977,2/12/2021,SG
2342,3521,8/16/2020,MY
2970,4408,6/3/2020,PH
2054,2345,6/30/2020,SG
2934,1013,4/25/2020,ID
2304,4733,8/14/2019,SZ
2394,3342,11/10/2020,MY
2560,4954,8/9/2019,SZ
2988,4411,11/10/2021,PH
2701,1482,10/7/2020,ID
2321,1249,10/26/2018,ID
2736,3842,12/29/2019,MY
2509,4949,1/8/2019,SZ
2558,1018,12/7/2018,ID
2805,2991,5/23/2021,SG
2381,3565,9/4/2018,MY
2278,1213,8/26/2020,ID
2089,3148,5/25/2018,MY
2412,4806,11/30/2020,SZ
2932,3598,9/16/2020,MY
2843,1866,10/28/2020,ID
2272,3360,9/21/2018,MY
2710,3207,2/9/2018,MY
2431,2199,10/4/2018,SG
2319,3461,10/12/2018,MY
2482,1496,3/17/2018,ID
2883,2027,6/2/2019,SG
2525,4085,8/17/2018,PH
2303,1776,12/30/2021,ID
2376,4338,5/31/2020,PH
2921,2137,7/30/2019,SG
2076,4901,12/1/2018,SZ
2548,2460,7/1/2021,SG
2817,1190,4/9/2021,ID
2737,1783,3/21/2020,ID
2505,2609,4/4/2020,SG
2380,1893,1/27/2019,ID
2359,1413,7/11/2019,ID
2154,3704,9/9/2020,MY
2385,2435,12/9/2020,SG
2789,2650,3/5/2020,SG
2651,2349,6/25/2020,SG
2256,3812,11/20/2018,MY
2654,1764,5/16/2020,ID
2800,2590,9/3/2020,SG
2503,4091,1/25/2019,PH
2908,3027,10/8/2019,MY
2982,4932,5/20/2018,SZ
2892,3076,11/11/2019,MY
2256,3582,2/18/2020,MY
2470,2988,6/14/2020,SG
2055,3700,3/13/2019,MY
2736,1420,8/24/2018,ID
2329,4639,10/23/2018,SZ
2124,3996,4/19/2020,MY
2734,4748,5/24/2021,SZ
2338,2688,2/17/2020,SG
2358,4616,3/28/2019,SZ
2158,4863,4/4/2019,SZ
2414,1873,11/3/2020,ID
2942,3601,8/24/2021,MY
2373,1623,11/7/2020,ID
2141,3469,6/3/2020,MY
2716,1688,1/5/2020,ID
2037,1234,12/28/2018,ID
2255,2142,4/28/2020,SG
